"","participant.label","age","gender","income","education","conservative_liberal","conservative_liberal.binary","cc_concern.mean","policy.support.total","policy","support","policy2","type","support.f"
"451","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"taxes red meat",7,"taxes red meat","cost","7"
"452","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"subsidies low emission foods",7,"subsidies low emission foods","subsidy","7"
"453","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"taxes non-recylabes",7,"taxes non-recylabes","cost","7"
"454","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"expand recycling",7,"expand recycling","subsidy","7"
"455","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"456","54aefa06fdf99b09c01b37f4",50,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,6.58333333333333,"taxes imported food",7,"taxes imported food","cost","7"
"457","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"expand public transport",7,"expand public transport","subsidy","7"
"458","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"ban diesel&petrol cars",2,"ban diesel&petrol cars","cost","2"
"459","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"460","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"taxes air travel",2,"taxes air travel","cost","2"
"461","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"462","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"electricity price peak times",2,"electricity price peak times","cost","2"
"463","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"taxes red meat",2,"taxes red meat","cost","2"
"464","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"465","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"taxes non-recylabes",2,"taxes non-recylabes","cost","2"
"466","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"expand recycling",6,"expand recycling","subsidy","6"
"467","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"subsidies regional food",6,"subsidies regional food","subsidy","6"
"468","61605d5958194ce00c7b9c91",38,"Female","18.000£ to 23.000£","Further education",5,"left-leaning",4.75,4.08333333333333,"taxes imported food",3,"taxes imported food","cost","3"
"469","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"expand public transport",7,"expand public transport","subsidy","7"
"470","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"ban diesel&petrol cars",5,"ban diesel&petrol cars","cost","5"
"471","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"subsidies alternative flying",6,"subsidies alternative flying","subsidy","6"
"472","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"taxes air travel",5,"taxes air travel","cost","5"
"473","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"474","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"electricity price peak times",6,"electricity price peak times","cost","6"
"475","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"taxes red meat",7,"taxes red meat","cost","7"
"476","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"subsidies low emission foods",7,"subsidies low emission foods","subsidy","7"
"477","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"taxes non-recylabes",5,"taxes non-recylabes","cost","5"
"478","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"expand recycling",7,"expand recycling","subsidy","7"
"479","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"480","613a39b4ebe56cbaf3dbfdc7",34,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",1,"left-leaning",6,6.33333333333333,"taxes imported food",7,"taxes imported food","cost","7"
"481","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"expand public transport",5,"expand public transport","subsidy","5"
"482","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"ban diesel&petrol cars",3,"ban diesel&petrol cars","cost","3"
"483","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"484","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"taxes air travel",4,"taxes air travel","cost","4"
"485","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"486","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"electricity price peak times",2,"electricity price peak times","cost","2"
"487","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"taxes red meat",2,"taxes red meat","cost","2"
"488","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"489","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"taxes non-recylabes",6,"taxes non-recylabes","cost","6"
"490","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"expand recycling",7,"expand recycling","subsidy","7"
"491","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"subsidies regional food",6,"subsidies regional food","subsidy","6"
"492","5655ac37d970d100058322c3",32,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.75,4.66666666666667,"taxes imported food",3,"taxes imported food","cost","3"
"493","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"expand public transport",6,"expand public transport","subsidy","6"
"494","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"ban diesel&petrol cars",6,"ban diesel&petrol cars","cost","6"
"495","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"subsidies alternative flying",6,"subsidies alternative flying","subsidy","6"
"496","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"taxes air travel",5,"taxes air travel","cost","5"
"497","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"498","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"electricity price peak times",4,"electricity price peak times","cost","4"
"499","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"taxes red meat",7,"taxes red meat","cost","7"
"500","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"subsidies low emission foods",7,"subsidies low emission foods","subsidy","7"
"501","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"taxes non-recylabes",3,"taxes non-recylabes","cost","3"
"502","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"expand recycling",7,"expand recycling","subsidy","7"
"503","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"504","63d148b0da246ce02c8bd22b",31,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,5.75,"taxes imported food",4,"taxes imported food","cost","4"
"505","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"expand public transport",5,"expand public transport","subsidy","5"
"506","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"ban diesel&petrol cars",4,"ban diesel&petrol cars","cost","4"
"507","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"508","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"taxes air travel",4,"taxes air travel","cost","4"
"509","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"510","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"electricity price peak times",4,"electricity price peak times","cost","4"
"511","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"taxes red meat",4,"taxes red meat","cost","4"
"512","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"subsidies low emission foods",5,"subsidies low emission foods","subsidy","5"
"513","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"taxes non-recylabes",5,"taxes non-recylabes","cost","5"
"514","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"expand recycling",6,"expand recycling","subsidy","6"
"515","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"subsidies regional food",5,"subsidies regional food","subsidy","5"
"516","5d753206869c8f0001b358dd",39,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",3.5,4.75,"taxes imported food",4,"taxes imported food","cost","4"
"517","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"expand public transport",6,"expand public transport","subsidy","6"
"518","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"ban diesel&petrol cars",3,"ban diesel&petrol cars","cost","3"
"519","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"subsidies alternative flying",4,"subsidies alternative flying","subsidy","4"
"520","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"taxes air travel",2,"taxes air travel","cost","2"
"521","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"subsidies RE projects",5,"subsidies RE projects","subsidy","5"
"522","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"electricity price peak times",1,"electricity price peak times","cost","1"
"523","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"taxes red meat",1,"taxes red meat","cost","1"
"524","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"subsidies low emission foods",5,"subsidies low emission foods","subsidy","5"
"525","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"taxes non-recylabes",3,"taxes non-recylabes","cost","3"
"526","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"expand recycling",5,"expand recycling","subsidy","5"
"527","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"528","631625a868c124694850420c",22,"Male","< 18.000£","Further education",6,"right-leaning",2.25,3.5,"taxes imported food",3,"taxes imported food","cost","3"
"529","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"expand public transport",7,"expand public transport","subsidy","7"
"530","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"ban diesel&petrol cars",6,"ban diesel&petrol cars","cost","6"
"531","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"subsidies alternative flying",6,"subsidies alternative flying","subsidy","6"
"532","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"taxes air travel",7,"taxes air travel","cost","7"
"533","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"534","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"electricity price peak times",4,"electricity price peak times","cost","4"
"535","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"taxes red meat",5,"taxes red meat","cost","5"
"536","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"537","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"taxes non-recylabes",5,"taxes non-recylabes","cost","5"
"538","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"expand recycling",7,"expand recycling","subsidy","7"
"539","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"subsidies regional food",6,"subsidies regional food","subsidy","6"
"540","5e8f28c5d73dcd03c21314dc",46,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.08333333333333,"taxes imported food",7,"taxes imported food","cost","7"
"541","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"expand public transport",7,"expand public transport","subsidy","7"
"542","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"ban diesel&petrol cars",4,"ban diesel&petrol cars","cost","4"
"543","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"subsidies alternative flying",4,"subsidies alternative flying","subsidy","4"
"544","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"taxes air travel",2,"taxes air travel","cost","2"
"545","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"546","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"electricity price peak times",4,"electricity price peak times","cost","4"
"547","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"taxes red meat",5,"taxes red meat","cost","5"
"548","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"549","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"taxes non-recylabes",4,"taxes non-recylabes","cost","4"
"550","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"expand recycling",6,"expand recycling","subsidy","6"
"551","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"552","5e0a2c6ca1f3612bc1edd2bc",42,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.25,4.75,"taxes imported food",4,"taxes imported food","cost","4"
"553","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"expand public transport",4,"expand public transport","subsidy","4"
"554","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"ban diesel&petrol cars",1,"ban diesel&petrol cars","cost","1"
"555","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"subsidies alternative flying",4,"subsidies alternative flying","subsidy","4"
"556","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"taxes air travel",4,"taxes air travel","cost","4"
"557","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"subsidies RE projects",2,"subsidies RE projects","subsidy","2"
"558","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"electricity price peak times",1,"electricity price peak times","cost","1"
"559","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"taxes red meat",1,"taxes red meat","cost","1"
"560","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"subsidies low emission foods",4,"subsidies low emission foods","subsidy","4"
"561","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"taxes non-recylabes",2,"taxes non-recylabes","cost","2"
"562","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"expand recycling",7,"expand recycling","subsidy","7"
"563","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"564","62029b31ef1cb18a1337c7be",49,"Female","< 18.000£","Further education",5,"left-leaning",5.25,2.91666666666667,"taxes imported food",1,"taxes imported food","cost","1"
"565","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"expand public transport",7,"expand public transport","subsidy","7"
"566","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"ban diesel&petrol cars",1,"ban diesel&petrol cars","cost","1"
"567","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"568","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"taxes air travel",1,"taxes air travel","cost","1"
"569","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"570","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"electricity price peak times",1,"electricity price peak times","cost","1"
"571","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"taxes red meat",2,"taxes red meat","cost","2"
"572","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"subsidies low emission foods",5,"subsidies low emission foods","subsidy","5"
"573","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"taxes non-recylabes",1,"taxes non-recylabes","cost","1"
"574","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"expand recycling",7,"expand recycling","subsidy","7"
"575","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"576","62fcedae37fcdac16269c7f0",20,"Male","18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5,3.83333333333333,"taxes imported food",3,"taxes imported food","cost","3"
"577","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"expand public transport",6,"expand public transport","subsidy","6"
"578","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"ban diesel&petrol cars",1,"ban diesel&petrol cars","cost","1"
"579","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"subsidies alternative flying",1,"subsidies alternative flying","subsidy","1"
"580","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"taxes air travel",1,"taxes air travel","cost","1"
"581","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"subsidies RE projects",3,"subsidies RE projects","subsidy","3"
"582","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"electricity price peak times",1,"electricity price peak times","cost","1"
"583","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"taxes red meat",1,"taxes red meat","cost","1"
"584","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"subsidies low emission foods",2,"subsidies low emission foods","subsidy","2"
"585","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"taxes non-recylabes",1,"taxes non-recylabes","cost","1"
"586","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"expand recycling",6,"expand recycling","subsidy","6"
"587","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"588","5ec28a6332a7510637436a57",48,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",7,"right-leaning",1,2.33333333333333,"taxes imported food",1,"taxes imported food","cost","1"
"589","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"expand public transport",7,"expand public transport","subsidy","7"
"590","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"ban diesel&petrol cars",2,"ban diesel&petrol cars","cost","2"
"591","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"subsidies alternative flying",6,"subsidies alternative flying","subsidy","6"
"592","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"taxes air travel",2,"taxes air travel","cost","2"
"593","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"594","612dcfb8c22343ecae65b26b",49,"Male","30.501£ to 45.000£","Further education",5,"left-leaning",5.25,4.41666666666667,"electricity price peak times",1,"electricity price peak times","cost","1"
