"","participant.label","type","age","gender","income","education","conservative_liberal","conservative_liberal.binary","cc_concern.mean","total_co2","rating","vignette","diet","flying","electricity","regional","recycling","commute"
"488","5a04ccfef2e3460001edadef","16",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,2,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"489","5a04ccfef2e3460001edadef","2.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,5,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"490","5a04ccfef2e3460001edadef","3.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,4,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"491","5a04ccfef2e3460001edadef","4.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,5,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"492","5a04ccfef2e3460001edadef","5.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,7,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"493","5a04ccfef2e3460001edadef","6.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,6,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"494","5a04ccfef2e3460001edadef","7.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,6,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"495","5a04ccfef2e3460001edadef","8.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,6,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"496","5a04ccfef2e3460001edadef","9.",68,"Female","23.001£ to 30.500£","Compulsory education",8,"right-leaning",5.75,2.9,5,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"497","5a75d51a0f1bce0001219703","1.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,3,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"498","5a75d51a0f1bce0001219703","10",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,2,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"499","5a75d51a0f1bce0001219703","11",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,2,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"500","5a75d51a0f1bce0001219703","12",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,3,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"501","5a75d51a0f1bce0001219703","13",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,2,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"502","5a75d51a0f1bce0001219703","14",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,1,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"503","5a75d51a0f1bce0001219703","15",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,2,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"504","5a75d51a0f1bce0001219703","16",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,1,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"505","5a75d51a0f1bce0001219703","2.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,5,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"506","5a75d51a0f1bce0001219703","3.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,4,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"507","5a75d51a0f1bce0001219703","4.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,1,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"508","5a75d51a0f1bce0001219703","5.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,5,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"509","5a75d51a0f1bce0001219703","6.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,4,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"510","5a75d51a0f1bce0001219703","7.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,4,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"511","5a75d51a0f1bce0001219703","8.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,4,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"512","5a75d51a0f1bce0001219703","9.",66,"Female","23.001£ to 30.500£","Compulsory education",3,"left-leaning",6,3.3,3,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"513","5a7ace61eea3d300016e07fd","1.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,7,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"514","5a7ace61eea3d300016e07fd","10",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,6,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"515","5a7ace61eea3d300016e07fd","11",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,7,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"516","5a7ace61eea3d300016e07fd","12",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,8,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"517","5a7ace61eea3d300016e07fd","13",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,6,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"518","5a7ace61eea3d300016e07fd","14",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,2,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"519","5a7ace61eea3d300016e07fd","15",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,6,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"520","5a7ace61eea3d300016e07fd","16",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,6,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"521","5a7ace61eea3d300016e07fd","2.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,4,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"522","5a7ace61eea3d300016e07fd","3.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,2,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"523","5a7ace61eea3d300016e07fd","4.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,8,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"524","5a7ace61eea3d300016e07fd","5.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,7,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"525","5a7ace61eea3d300016e07fd","6.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,6,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"526","5a7ace61eea3d300016e07fd","7.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,7,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"527","5a7ace61eea3d300016e07fd","8.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,7,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"528","5a7ace61eea3d300016e07fd","9.",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",5.75,3.8,2,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"529","5a913c1e6475f900019f8e5c","1.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,4,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"530","5a913c1e6475f900019f8e5c","10",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,7,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"531","5a913c1e6475f900019f8e5c","11",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,6,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"532","5a913c1e6475f900019f8e5c","12",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,3,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"533","5a913c1e6475f900019f8e5c","13",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,4,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"534","5a913c1e6475f900019f8e5c","14",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,7,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"535","5a913c1e6475f900019f8e5c","15",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,5,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"536","5a913c1e6475f900019f8e5c","16",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,6,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"537","5a913c1e6475f900019f8e5c","2.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,3,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"538","5a913c1e6475f900019f8e5c","3.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,6,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"539","5a913c1e6475f900019f8e5c","4.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,7,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"540","5a913c1e6475f900019f8e5c","5.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,6,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"541","5a913c1e6475f900019f8e5c","6.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,5,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"542","5a913c1e6475f900019f8e5c","7.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,4,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"543","5a913c1e6475f900019f8e5c","8.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,7,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"544","5a913c1e6475f900019f8e5c","9.",65,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",2,"left-leaning",6,3.2,4,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"545","5a9ca92b6219a30001f5351e","1.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,3,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"546","5a9ca92b6219a30001f5351e","10",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,7,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"547","5a9ca92b6219a30001f5351e","11",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,5,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"548","5a9ca92b6219a30001f5351e","12",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,5,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"549","5a9ca92b6219a30001f5351e","13",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,7,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"550","5a9ca92b6219a30001f5351e","14",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,2,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"551","5a9ca92b6219a30001f5351e","15",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,3,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"552","5a9ca92b6219a30001f5351e","16",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,6,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"553","5a9ca92b6219a30001f5351e","2.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,4,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"554","5a9ca92b6219a30001f5351e","3.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,5,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"555","5a9ca92b6219a30001f5351e","4.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,8,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"556","5a9ca92b6219a30001f5351e","5.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,7,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"557","5a9ca92b6219a30001f5351e","6.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,5,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"558","5a9ca92b6219a30001f5351e","7.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,6,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"559","5a9ca92b6219a30001f5351e","8.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,6,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"560","5a9ca92b6219a30001f5351e","9.",27,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",4.5,4,4,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"561","5ae5a3ff3ab2fb0001ef2b91","1.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,2,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"562","5ae5a3ff3ab2fb0001ef2b91","10",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,6,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"563","5ae5a3ff3ab2fb0001ef2b91","11",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,7,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"564","5ae5a3ff3ab2fb0001ef2b91","12",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,7,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"565","5ae5a3ff3ab2fb0001ef2b91","13",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,6,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"566","5ae5a3ff3ab2fb0001ef2b91","14",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,6,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"567","5ae5a3ff3ab2fb0001ef2b91","15",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,7,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"568","5ae5a3ff3ab2fb0001ef2b91","16",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,7,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"569","5ae5a3ff3ab2fb0001ef2b91","2.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,5,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"570","5ae5a3ff3ab2fb0001ef2b91","3.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,3,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"571","5ae5a3ff3ab2fb0001ef2b91","4.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,4,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"572","5ae5a3ff3ab2fb0001ef2b91","5.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,4,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"573","5ae5a3ff3ab2fb0001ef2b91","6.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,6,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"574","5ae5a3ff3ab2fb0001ef2b91","7.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,5,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"575","5ae5a3ff3ab2fb0001ef2b91","8.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,6,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"576","5ae5a3ff3ab2fb0001ef2b91","9.",34,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",10,"right-leaning",2,6,7,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"577","5ae8d7b596845f0001c7948d","1.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,5,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"578","5ae8d7b596845f0001c7948d","10",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,6,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"579","5ae8d7b596845f0001c7948d","11",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,4,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"580","5ae8d7b596845f0001c7948d","12",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,7,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"581","5ae8d7b596845f0001c7948d","13",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,6,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"582","5ae8d7b596845f0001c7948d","14",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,2,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"583","5ae8d7b596845f0001c7948d","15",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,5,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"584","5ae8d7b596845f0001c7948d","16",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,4,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"585","5ae8d7b596845f0001c7948d","2.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,8,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"586","5ae8d7b596845f0001c7948d","3.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,6,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"587","5ae8d7b596845f0001c7948d","4.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,4,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"588","5ae8d7b596845f0001c7948d","5.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,4,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"589","5ae8d7b596845f0001c7948d","6.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,5,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"590","5ae8d7b596845f0001c7948d","7.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,5,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"591","5ae8d7b596845f0001c7948d","8.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,6,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"592","5ae8d7b596845f0001c7948d","9.",59,"Female","< 18.000£","Further education",7,"right-leaning",4.25,3.4,4,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"593","5aecb87ac09cd900015d7d7b","1.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,6,12,"meat-based","flies 2/year","100% renewable energy supply","regional and imported","recycles","takes the bus"
"594","5aecb87ac09cd900015d7d7b","10",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,7,14,"vegetarian","flies 2/year","mixed energy supply","only regional","recycles","takes the bus"
"595","5aecb87ac09cd900015d7d7b","11",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,2,5,"vegetarian","takes train (does not fly)","mixed energy supply","only regional","does not recycle","take the bike"
"596","5aecb87ac09cd900015d7d7b","12",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,4,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"597","5aecb87ac09cd900015d7d7b","13",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,5,3,"meat-based","takes train (does not fly)","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"598","5aecb87ac09cd900015d7d7b","14",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,1,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
"599","5aecb87ac09cd900015d7d7b","15",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,2,11,"meat-based","takes train (does not fly)","mixed energy supply","only regional","recycles","takes the bus"
"600","5aecb87ac09cd900015d7d7b","16",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,1,1,"vegetarian","takes train (does not fly)","100% renewable energy supply","only regional","recycles","take the bike"
"601","5aecb87ac09cd900015d7d7b","2.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,5,4,"meat-based","takes train (does not fly)","100% renewable energy supply","only regional","does not recycle","takes the bus"
"602","5aecb87ac09cd900015d7d7b","3.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,5,13,"vegetarian","flies 2/year","mixed energy supply","regional and imported","recycles","take the bike"
"603","5aecb87ac09cd900015d7d7b","4.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,3,8,"meat-based","takes train (does not fly)","mixed energy supply","regional and imported","recycles","take the bike"
"604","5aecb87ac09cd900015d7d7b","5.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,8,16,"meat-based","flies 2/year","mixed energy supply","regional and imported","does not recycle","takes the bus"
"605","5aecb87ac09cd900015d7d7b","6.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,5,15,"meat-based","flies 2/year","mixed energy supply","only regional","does not recycle","take the bike"
"606","5aecb87ac09cd900015d7d7b","7.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,6,10,"meat-based","flies 2/year","100% renewable energy supply","only regional","does not recycle","take the bike"
"607","5aecb87ac09cd900015d7d7b","8.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,4,6,"vegetarian","flies 2/year","100% renewable energy supply","regional and imported","does not recycle","take the bike"
"608","5aecb87ac09cd900015d7d7b","9.",32,"Male","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",5.5,3.3,3,7,"vegetarian","takes train (does not fly)","mixed energy supply","regional and imported","does not recycle","takes the bus"
"609","5af4579eb625f70001e0cfad","1.",45,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",4.75,7.2,5,9,"vegetarian","flies 2/year","100% renewable energy supply","only regional","does not recycle","takes the bus"
"610","5af4579eb625f70001e0cfad","10",45,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",4.75,7.2,4,2,"vegetarian","takes train (does not fly)","100% renewable energy supply","regional and imported","recycles","takes the bus"
