"","participant.label","(Intercept)","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car","policy.flying","policy.recycle","policy.RE","policy.meat","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"78","5d53bf0c2ebe880001a473d2",3.47425086322632,0.691096136431045,0.868047329478044,0.0374600817202972,0.00423255720329785,0.193202430608766,0.320676561994024,"Female",41,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,7.4,"left-leaning",2,5,2,5,1.5,4.5,5.5,1.294697,-0.22,-0.0575,1.431,1.0872,0.1555,0.0729,3.59,0.1142
"79","5d5455ee69f96b00164f77c7",2.5203420068834,1.3090889741731,0.240859405571602,0.701426439145713,0.255511304541392,0.426144927294141,0.72729380030834,"Female",38,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,1.7,"left-leaning",1,5.5,5,4.5,5,6,5,0.6988837,-0.11,-0.0575,1.053,0,0.1555,0,0.36,0.07775
"80","5d5ab7dd5c65830001b05441",1.95224649394735,1.47256468285939,0.991683760533317,1.06796278385942,0.655430898462518,0.875100880525894,1.24734443141096,"Female",36,"23.001£ to 30.500£","Further education",4.75,4.1,"left-leaning",4,4,5.5,6,6,5.5,5.5,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0,0,0.07775
"81","5d753206869c8f0001b358dd",2.73475585805451,1.95634184386206,1.01701281601257,0.672448578589276,0.325996270974926,0.592352808044927,0.780391073301201,"Female",39,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,1.5,"left-leaning",5,4.5,4.5,5.5,5,4.5,4.5,0.1031,-0.22,-0.0575,1.431,0.2726,0,0,0,0
"82","5d867e7268f35d00167729d4",1.42124180193348,1.51910892042881,1.51630680772022,1.07762305213138,0.535663338216243,1.07680810466312,1.56758959347614,"Female",50,"23.001£ to 30.500£","Further education",5.25,11.1,"left-leaning",4,4,4,5.5,3.5,4,5.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,6.74,0
"83","5d8b8137604bb000150db6d9",4.15609953518231,0.354866296220272,0.467591362388065,0.719907494252375,0.798155156078248,0.652962443454726,1.00024526625698,"Male",19,"18.000£ to 23.000£","Compulsory education",3.75,3.6,"right-leaning",6,2,2.5,2.5,3,2.5,2.5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"84","5da9633472811e0014ed4256",3.56944898212457,0.989430460269401,0.894879945727285,0.485766422028913,0.480765658197275,0.592938388619942,0.90486427944069,"Male",68,"< 18.000£","Further education",6,3.1,"left-leaning",5,6,6,7,5.5,4.5,6.5,0.1031,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"85","5dc860e9dcc83f5d2d85ec67",3.42537774768932,0.399523506172394,1.49409141251089,0.493225632156773,0.611215867459448,0.794301978493392,1.14973752920212,"Female",41,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,3.3,"left-leaning",5,6,5,7,5,7,6,1.294697,-0.22,-0.0575,0.955,0.2726,0.1555,0,0.9,0.07775
"86","5de78a8e36d8257071f28d9f",1.87395307612329,2.66862749296751,1.08038687509475,0.70587691171959,0.40244654354717,0.679096068839374,0.991365979412287,"Male",59,"> 45.001£","Compulsory education",6,2.6,"right-leaning",6,6,5.5,5.5,4.5,4,7,1.294697,-0.11,-0.0575,1.053,0.2726,0.1555,0,0,0.07775
"87","5dee0f970fdb274ae30f0846",2.29015367683854,0.845176580468323,0.929635387912233,0.542789397714708,0.575298254096916,0.758697307975245,1.36101494252626,"Male",51,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.75,3.3,"right-leaning",7,4,4,6,4.5,3.5,5.5,0.1031,-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"88","5e07b62f3ccda211e4485812",2.39693884082581,0.695904114740527,1.55711385493096,0.545523843786919,0.438374350292788,1.00945440798832,1.71416096522094,"Female",54,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.6,"left-leaning",5,6,4.5,5.5,5.5,5.5,5.5,1.294697,-0.22,-0.0575,1.234,1.0872,0.1555,0.0729,0.36,0.1142
"89","5e0a2c6ca1f3612bc1edd2bc",1.92427344242723,0.533049579127943,1.45202585686824,0.799036145231108,0.606324838458133,0.959188592504562,1.48011397503703,"Female",42,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,5.6,"left-leaning",5,5.5,3,5,5.5,5.5,4,0.6988837,-0.11,-0.0575,2.282,0.2726,0.1555,0.2909,2.07,0.2232
"90","5e16ef52a2c696c9ecf3c849",2.42171833640417,0.977126035748854,0.504800599745141,0.726872641990045,0.30031918504226,0.511331102381636,0.816640350942434,"Male",57,"30.501£ to 45.000£","Compulsory education",2,6.3,"right-leaning",6,2.5,1,4.5,2.5,1,3.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,2.07,0
"91","5e206b02d63ca0000bc99207",2.58562013784989,-0.162453381223124,-0.184201808825919,0.714267942518905,0.665353571036504,0.619624105138212,1.36595588389589,"Female",34,"18.000£ to 23.000£","Further education",5.5,3.6,"left-leaning",3,6,7,7,4,4,7,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"92","5e3ec7559b43781188725eea",2.8628784457916,0.403178052108584,0.749757302563987,0.593353989240545,0.421366010113196,0.685480901139461,1.19940955041968,"Female",32,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.75,4.5,"right-leaning",7,4.5,3.5,5,4.5,4,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"93","5e510d0760dd0913e45370dc",1.13890239343935,0.344974977074873,1.52835591940647,0.795447249452946,0.418208894397578,0.934104666008988,1.47993589273461,"Female",68,"< 18.000£","Compulsory education",6,3.7,"right-leaning",7,5.5,4,5.5,5,3.5,5,0.6988837,-0.44,-0.0575,2.282,0.2726,0,0,0.9,0
"94","5e67f9a00785170a0fc039b2",3.98374308189796,1.16378135675824,0.718616934380583,0.544196403269013,0.577148646065297,0.650220980239872,1.02988363879942,"Male",45,"23.001£ to 30.500£","Further education",4,4.1,"left-leaning",5,5,1.5,6,4,2,4,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"95","5e766b0ba02ca51dfa1de797",2.72512671319225,0.93514486784641,1.26456246019744,0.368401695935684,0.728312469784739,0.677157791236582,1.08558377687926,"Male",60,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,1.8,"left-leaning",5,6,7,5.5,4,3,7,0.6988837,-0.33,-0.0575,1.234,0.2726,0,0,0.36,0
"96","5e8f28c5d73dcd03c21314dc",3.22307908873093,2.68255205742921,0.969674646738099,0.730813240679377,0.478960077963832,0.691106717882302,0.926059187074518,"Female",46,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",4,6.5,6.5,6,5.5,5.5,6.5,0.6988837,-0.33,-0.0575,2.282,0,0.6201,0.2909,0,0.4555
"97","5e9f0bc126557006ea49d1f4",3.84826576448932,1.00808714359505,-0.720680372806693,0.564894873214818,-0.0807527080598939,-0.0380939386404708,0.0258653387355539,"Male",69,"> 45.001£","Higher education (Bachelor, Master, PhD)",1.75,2.3,"right-leaning",6,3,2.5,3,3,1,2.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0,0,0
"98","5ea051f6ef1e88000bbae035",1.36415173900823,0.900907125480105,1.13146191883037,0.464396560582296,0.163962995914974,0.53497331925564,0.90078584882224,"Male",71,"< 18.000£","Compulsory education",2.25,5.5,"right-leaning",6,3,2.5,3,3,3,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"99","5ea31e2cfe333e274552c8d6",2.70281727394716,1.11540856514712,0.968361383829373,0.31240161351149,0.217315134517196,0.437263548188161,0.713966354138072,"Female",73,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",4,3.7,"left-leaning",5,6,3,4,4.5,3.5,4.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"100","5eaab7bc385332016e089dda",2.49399387346322,1.04838600811342,0.541608254508093,0.95814217803126,0.622023715059358,0.833817727455686,1.38656447936429,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,4.8,"right-leaning",8,4.5,4.5,4,4.5,3.5,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0.1555,0,0.9,0.07775
"101","5eac2b53f9860926271f3436",2.41345759730937,1.02562701852733,0.254001391918722,0.692661258917605,0.292863767246169,0.390997266084008,0.653652690786891,"Male",24,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,4.5,"right-leaning",6,4,4.5,5.5,5,4.5,6,1.294697,-0.22,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"102","5ead6fe25ed0c73fa418e825",1.81844523155984,2.19998754612189,1.45684502862105,0.624524251172161,0.482632765751861,0.849523848370332,1.31503099347799,"Female",35,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,2.2,"left-leaning",4,4.5,4.5,5.5,5,6,5,0.1031,-0.22,-0.0575,1.053,1.0872,0.1555,0.0729,0.36,0.1142
"103","5eaf0f7a12e7015e515672f5",2.57122099331613,0.21634684112654,1.02616128002423,0.25398048625305,0.36258375816236,0.59758469842688,1.14424397831958,"Female",21,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,9.8,"left-leaning",5,5,2.5,4,1.5,1.5,2.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,6.74,0.1142
"104","5ebe6f716af68007472aff9a",1.1044431738222,0.537965216256992,0.84827834531076,0.405761581261905,0.175854265863288,0.458908125730609,0.908214729043906,"Female",56,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,2.6,"left-leaning",4,4.5,6,6.5,5.5,5.5,6.5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"105","5ec28a6332a7510637436a57",1.57231521861834,0.621901752136374,0.654675864769652,0.338722297350208,0.318308954824417,0.632209237580662,1.4097948218054,"Female",48,"> 45.001£","Higher education (Bachelor, Master, PhD)",1,9.9,"right-leaning",7,3.5,1,3.5,2,1.5,2.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,6.74,0
"106","5ecae23b40dae00008174c32",2.40303099150711,1.61265936458289,1.22867645351865,0.820290192787099,0.761849561853294,0.822732367212682,1.14123124738556,"Male",52,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,3.3,"right-leaning",7,5,3.5,7,5.5,2.5,5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"107","5ecb75a89b41896d3d07e48c",3.09652442216092,1.3234888593837,0.832069920114097,0.513201295718773,0.387817589530126,0.591344749201992,0.950600821080548,"Female",29,"< 18.000£","Compulsory education",5.75,5,"right-leaning",8,3.5,4,5.5,3.5,2,6,0.6988837,-0.22,-0.0575,2.282,2.0414,0.1555,0.0729,0.36,0.1142
"108","5edac0f64bdac171a36a04fb",2.94658963902689,1.36491479624045,0.407073582800414,0.558734235182924,0.357566811484043,0.501377401491684,0.894920201293369,"Male",30,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.75,3.6,"left-leaning",5,5,3,5.5,3.5,2.5,4,0.6988837,-0.44,-0.0575,2.282,1.0872,0,0,0.36,0
"109","5edec1fe543b8816c672b069",1.71669410808623,1.25476708237762,1.56172972142036,1.07913347094804,0.985041197048354,1.15291022614743,1.66842530872081,"Male",29,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",3.75,3.1,"right-leaning",8,4,2,4.5,3,1,3.5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"110","5ee7578e2016bd0127f88502",1.74947761895039,0.665965263071214,1.31189315557696,0.301365092382743,0.0873926067914922,0.430649976017945,0.66400656258936,"Male",35,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,3.6,"right-leaning",6,6,5.5,6,7,7,6,0.6988837,-0.22,-0.0575,1.053,1.0872,0.1555,0,0.9,0.07775
"111","5efa06a1126bfa7f11506169",2.02610381513898,2.83656033597061,0.96181507428936,0.846917306906026,0.30240721759763,0.730444496986601,1.06048588921747,"Female",41,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.5,"left-leaning",3,6,6.5,6,4.5,5.5,5.5,0.6988837,-0.22,-0.0575,0.955,0.2726,0.1555,0.0729,3.59,0.1142
"112","5f19675f002f9a01e273dc57",2.39948061896455,2.15309969223663,1.48829375104606,0.580846096067324,0.500503337477748,0.835427078142235,1.24738480383009,"Female",52,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,5.3,"left-leaning",3,5.5,2.5,6.5,4.5,5,6,1.294697,-0.44,-0.0575,2.282,0,0.1555,0,2.07,0.07775
"113","5f2b3239b986da551f26bec7",2.94483306561598,0.540846812740631,0.519742987773243,0.441465671097635,0.694946239464171,0.458796538865678,0.81115047336157,"Male",33,"30.501£ to 45.000£","Further education",3.25,2,"right-leaning",6,4.5,1.5,3.5,3,1,3.5,0.6988837,0,-0.0575,1.053,0.2726,0,0,0,0
"114","5f4650bde0e1d7016717bb5e",2.2563982453313,1.0488962401513,0.963494641316744,0.563735941343556,0.305126161579885,0.55950779465162,0.866777468243583,"Female",50,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,9.1,"left-leaning",4,5.5,4.5,6,4,2,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,0.558225
"115","5f490578022f3f2d80b83975",1.21071988753252,1.37689956999003,1.52711099619701,0.617368542900249,0.33522349508696,0.857115637241389,1.39651751852387,"Female",44,"< 18.000£","Further education",4,3.7,"left-leaning",4,4,4,4,3.5,4,4,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"116","5f4eae624562c70dbee13cd2",1.94032687804815,1.84984042626134,0.507790879980817,0.69646005018872,0.216742074422091,0.435758825791377,0.680028989123642,"Female",58,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,5.5,6,6,6,6.5,6.5,0.1031,-0.33,-0.0575,1.431,0.2726,0.6201,0.0729,2.07,0.3465
"117","5f5a785cfbf1061461451d9a",1.7065914250504,2.08384573265387,0.381164556122233,0.825753406087999,0.334430338422497,0.517197155566677,0.84419103836513,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,9.3,"right-leaning",6,5,2.5,6.5,3,4,4,0.6988837,0,-0.0575,2.282,0,1.8662,0.8755,3.59,1.37085
"118","5f70670e26f83062b8e73a09",2.81289473915059,0.16545427463115,0.321322548372886,0.135155394004088,0.150180292748965,0.211770726817951,0.586937162974236,"Female",57,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,2.7,"right-leaning",6,6,5,5.5,3.5,5,5,0.6988837,-0.11,-0.0575,1.053,1.0872,0,0,0,0
"119","5fa450d5cec1de08e31b8a58",2.83262422591152,0.827113509378729,1.0783962240503,1.16176751678619,0.783536953119434,1.09277280939978,1.60477276846205,"Male",43,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",2.75,5.3,"left-leaning",5,3,3.5,3,2.5,1.5,2.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0.9,0
"120","5fac822590be0627d4f09b47",2.07625748023578,1.71102976851394,1.00990956062772,1.24482995644087,0.813861760878712,0.894561659835435,1.12670204117716,"Female",26,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.9,"left-leaning",5,5,4,4,4,6,4.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.1142
"121","5fd4d10b2f970406fe63ad96",2.20508249435388,2.71469789285908,0.557651172939971,0.932989139960728,0.427028649972174,0.611313319327587,0.854192830640827,"Male",59,"23.001£ to 30.500£","Compulsory education",5.5,2.6,"left-leaning",4,7,6.5,7,5.5,5.5,6.5,0.6988837,-0.33,-0.0575,2.282,0,0,0,0,0
"122","5fd7b5c1b6d6ef043967330c",3.63971237968242,1.14522782182159,0.933299704095264,0.456302365978951,0.550168312930874,0.626210554093733,0.97434652590283,"Male",59,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.5,4.4,"right-leaning",7,3.5,2,3.5,2,1.5,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"123","6009aabebe921302cf083b53",2.24364903579676,0.839486083460196,1.49283347181169,0.434589180194505,0.427432767325533,0.774144172874725,1.25330098451341,"Female",57,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.9,"left-leaning",3,6.5,6,6,6,6,5.5,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"124","600c415a8f1fb8334df20e2a",2.63796223843596,0.245254456592299,0.846812106054557,0.62814875878218,0.41368156683517,0.644109027911655,1.05454420387261,"Male",34,"23.001£ to 30.500£","Further education",6,4.9,"left-leaning",3,5.5,6,4.5,4.5,5.5,5.5,0.6988837,0,-0.0575,2.282,1.0872,0,0,0.9,0
"125","600c50439b60d826f3052f7d",1.73124476127627,1.38677668791492,0.928602832597245,1.24285703695434,0.731317918895777,1.01801816609854,1.51365273497569,"Female",36,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",2,5.5,5.5,5.5,4.5,6.5,5.5,1.294697,-0.11,-0.0575,1.053,1.0872,0,0,0.9,0
"126","6026b621a46afb3bc557fe0b",3.16826638850374,1.12476833054743,0.786544325895942,0.153650111854595,0.0926303796712871,0.200625807596563,0.2968964076278,"Female",32,"23.001£ to 30.500£","Further education",4.25,8.2,"left-leaning",5,4.5,4,4,4,3.5,3.5,0.1031,-0.11,-0.0575,2.282,3.27168,1.8662,0.8755,0.36,1.37085
"127","6033aebb7228c70967a3ab43",2.52891969978752,1.40027311480332,1.1946466811665,0.663779566653173,0.329718563045146,0.743124692652723,1.11221561810832,"Male",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,7.3,"left-leaning",3,4,3.5,5.5,4,4,4,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"128","60358f36069759a81559481c",1.85984623618447,1.00144699106253,0.979846253915079,1.16613208937624,0.721226582272019,1.10463191257141,1.75959123541322,"Female",25,"18.000£ to 23.000£","Further education",4.75,7.3,"left-leaning",1,6,2.5,6,3.5,3.5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"129","6043e7baeea596429e6dd9e3",2.37212931639223,1.69025501479034,0.799270631218192,0.830732968828856,0.492859114125129,0.824064003524042,1.35137112257303,"Female",54,"< 18.000£","Compulsory education",3,3.7,"right-leaning",6,4.5,2.5,4,4,4,3.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,0,0.07775
"130","60455b1578f6f36a3e8ea81c",2.56332198682519,0.798353014854777,0.809361384009628,0.355718590065725,0.255312335962635,0.505068405538411,0.934269938675401,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",5.75,4,"left-leaning",1,7,5,6,5,6,4,1.294697,-0.22,0,2.282,0,0.6201,0.0729,0,0.3465
"131","605c9274dc5f3a6bffa23b54",1.57603054288575,2.73294615892922,1.4760877910797,0.665415032136959,0.238441476533978,0.726456903871027,1.00742463220105,"Female",30,"< 18.000£","Further education",5.25,3.1,"left-leaning",5,4.5,4,6,5,5,5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"132","6070388ecc8d1f63c6349b7b",1.71579715116606,1.16062664168214,0.488377436316285,0.796511935436905,0.116253106374139,0.542706906683546,0.926372837264065,"Female",24,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.6,"left-leaning",1,3.5,3.5,4,3.5,4.5,3.5,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
"133","60aa9b9abb58b220b9e3e9d7",3.75058304795132,1.14491338775927,-0.190227745328819,0.280689703713202,0.16783588268742,0.0994759523169273,0.31966510241315,"Male",47,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,3.2,"right-leaning",6,6.5,4.5,6.5,5,4.5,6.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"134","60afd4165298851467d2a22a",2.71723420078239,0.330355869571512,2.07193191630521,0.4365994714956,0.468998430875216,0.963286488256421,1.43468690768625,"Female",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,18,"right-leaning",6,4,3.5,4,4,2,1,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.5463,13.48,0.3509
"135","60be448c7a00c44fbb47500e",2.98684824425741,1.10501591166019,0.515506965733832,0.610665788880759,0.541999115049033,0.468580968908075,0.71347584029141,"Female",32,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.25,3,"left-leaning",5,3,3.5,6,4,4,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"136","60c9ab402f1c532d26288def",2.86419221551229,0.722110042997875,0.53046648495722,0.573442797548399,0.234935032723428,0.399842952460737,0.616567964458352,"Male",39,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,4,"right-leaning",6,3.5,4,6.5,3.5,5.5,6,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
"137","60e0ac8e365f0b68f81e4ba2",2.18162612543608,1.21764443421897,0.554736324110916,0.540078858727963,0.104936439409724,0.398450114888423,0.687032246981081,"Female",61,"18.000£ to 23.000£","Further education",5.25,5.9,"left-leaning",5,5.5,3,5,7,3,1.5,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,2.07,0.1142
"138","60ea0498cfbeface04b33ed0",2.10897154372393,1.45409943395681,1.11813495280659,0.287993698414661,0.0841197451568677,0.47849551214795,0.825229268282597,"Female",55,"23.001£ to 30.500£","Further education",3.75,3.6,"right-leaning",7,5,5,4,4,3.5,4,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"139","60fbdcf31484efee3cf8d03b",1.74509660540852,1.39639532579932,1.25545657821225,0.45564104483627,0.396838457592374,0.768398446748055,1.35910884640168,"Female",22,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.75,3.4,"left-leaning",3,5.5,2.5,3.5,3.5,3,2.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.5463,0,0.3509
"140","61037333eaacd23a3460ffc2",1.426650203429,1.60358353631413,1.30002542323162,0.740342222572913,0.352686714937687,0.773813482796045,1.17474797389509,"Male",43,"< 18.000£","Further education",6,2,"left-leaning",3,6.5,5.5,5.5,4,3.5,4,0.1031,-0.33,-0.0575,2.282,0,0,0,0,0
"141","610d5b907f2c451c9972a3eb",1.26245192335623,0.407043323639258,0.690245723649721,0.435349245536732,0.0234323988997213,0.39518071007223,0.803678910429586,"Male",41,"30.501£ to 45.000£","Compulsory education",3,3.5,"right-leaning",7,3,1,3.5,3,1,1,0.1031,-0.11,-0.0575,2.282,0.2726,0.1555,0,0.9,0.07775
"142","6111b4dd6f6ac03b5e1a44ba",1.06623322468904,1.43925547237292,0.616133030890314,0.855034349137374,0.295796641547079,0.635095131262929,1.08697102878755,"Male",38,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,5.8,"right-leaning",6,5,4,6,4,4.5,5,0.6988837,-0.44,-0.0575,2.282,3.27168,0,0,0,0
"143","611e1cf011c9f05d6990d4ae",1.14372585334795,1.5520126783346,0.987512480168496,0.875392811705545,0.195852203164132,0.654351944736516,0.960172857943628,"Female",30,"< 18.000£","Further education",5.75,1.1,"left-leaning",3,5.5,4.5,6,4.5,4.5,4.5,0.1031,-0.22,-0.0575,1.053,0.2726,0,0,0,0
"144","61289487d8a63660ac5b1b9e",2.91205675408368,-0.0940427222573437,1.86038315282226,-0.282285186295383,0.307469650656909,0.536288592662591,1.00365373550067,"Male",32,"23.001£ to 30.500£","Further education",3.75,4.2,"right-leaning",6,6,3.5,4.5,4,4,4.5,0.6988837,0,-0.0575,2.282,1.0872,0.1555,0.0729,0.36,0.1142
"145","612dcfb8c22343ecae65b26b",1.21770809212005,1.49304460595124,1.32225797045054,1.06947801780682,0.504427442754131,0.918874021672839,1.28981974226431,"Male",49,"30.501£ to 45.000£","Further education",5.25,4,"left-leaning",5,4.5,4,6,4,1.5,6.5,0.6988837,-0.33,-0.0575,1.234,2.0414,0.1555,0.2909,0,0.2232
"146","613a39b4ebe56cbaf3dbfdc7",1.86884563891687,0.302925113577925,1.36667254580905,0.614164381598978,0.515736765393518,0.780175877579501,1.22939015589313,"Female",34,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4,"left-leaning",1,6,5.5,6,6.5,7,7,0.6988837,0,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"147","6147568a852e8ede83722b7e",2.72009782891397,1.40501730117936,0.413508346131168,0.478215074475981,0.168240976105873,0.223417394980566,0.303963878315262,"Male",30,"30.501£ to 45.000£","Compulsory education",3.75,7.1,"left-leaning",5,3,3.5,3.5,3.5,3,3.5,1.294697,-0.11,-0.0575,2.282,1.0872,1.11645,0.5463,0.9,0.831375
"148","6149a0903f726fd4d9b1df7f",1.0025868161487,1.3119787672694,0.7601549521743,0.90784842530086,0.471259692031362,0.854199602279073,1.51656021451814,"Male",62,"> 45.001£","Compulsory education",4,7.9,"left-leaning",5,3.5,3,6,4,3.5,4,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,3.59,0
"149","615f09d51152027754156b2b",3.10377818615872,0.837911002654261,1.32851071583645,0.269084871857191,0.52009605061044,0.542903016691071,0.790379957309909,"Male",53,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,3,"left-leaning",5,3.5,5,4,1.5,3.5,4.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0.36,0
"150","61605d5958194ce00c7b9c91",2.68468405863214,1.63545400287505,0.515200171638673,0.539318614531105,0.274028567232901,0.53613309424855,0.972477962445248,"Female",38,"18.000£ to 23.000£","Further education",4.75,3.8,"left-leaning",5,4.5,3.5,4,4,4,4.5,1.294697,0,-0.0575,2.282,0.2726,0,0,0.36,0
"151","61f2ae2da09e72f23cbafa4f",8.29037777520334,-1.37871660091977,-1.62309331068635,-0.378886656250058,-0.0208284165212156,-0.83738964061812,-1.20272302750385,"Male",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",4,4.7,"left-leaning",5,4.5,3.5,4.5,4.5,5.5,5.5,1.294697,0,-0.0575,3.16,0.2726,0,0,0,0
"152","61fa9016d42cb19beec49061",1.76984711783646,1.26838433992373,1.33408404755669,0.691529789020282,0.405561200353213,0.674603448632367,0.923997678010175,"Male",50,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,6.5,"left-leaning",5,6,4.5,5.5,4.5,3,3.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,3.59,0.1142
"153","61fa9090d42cb19beec49175",3.09430673337769,0.789649175003832,0.189097934654559,0.566674385682391,0.175246230309181,0.3522207084507,0.636409304731489,"Female",29,"23.001£ to 30.500£","Further education",5.5,3.3,"left-leaning",4,5.5,5,3,2.5,1.5,3,1.294697,-0.22,-0.0575,2.282,0,0,0,0,0
"154","62029b31ef1cb18a1337c7be",0.900108589663109,0.983068864209869,0.563071507577406,0.70167542955667,0.062770537612151,0.488995079272696,0.910558641414044,"Female",49,"< 18.000£","Further education",5.25,4.3,"left-leaning",5,2.5,4,4.5,1.5,2.5,2.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,0,0
